language,type,metric,model,n_rows,n_cases,status,reml_loglike,resid_var,rand_intercept_var,estimate_lvl,se_lvl,z_or_t_lvl,p_lvl,p_lvl_fdr_bh,sig_fdr_bh
finnish,synonyms,gpt 3.5,,15,5,ok,-32.1436007854739,4.492593941915401,1.5580221767214149,2.3000000000000007,0.6702681509601515,3.4314624627550585,0.0006003362071028812,0.0008323679926702525,True
finnish,synonyms,gpt-4.1,,15,5,ok,-21.40294670072778,0.8444471665381348,0.32962428995499854,0.19999999999999993,0.2905937312706753,0.6882460923209274,0.4912978226515491,0.5116742300426271,False
finnish,synonyms,gpt-4o,,15,5,ok,-21.720811942514107,0.8592611025676822,0.4024651962835841,0.4000000000000001,0.2931315579339219,1.3645750147794342,0.17238666208605724,0.1919181558199455,False
finnish,synonyms,gpt-5,,15,5,ok,-8.63715686121111,0.06296497501672407,0.33454166828643583,0.1,0.07935047259892285,1.260231939706903,0.20758570399879217,0.22234298153425133,False
finnish,synonyms,gpt-5 mini,,15,5,ok,-7.728431387112991,0.13076923076923078,4.824710585617069e-34,0.10000000000000005,0.1143543749793731,0.8744746321952067,0.38185982928047746,0.4013968438018042,False
finnish,synonyms,gpt-5 nano,,15,5,ok,-10.871782294903689,0.13703706807811727,0.14320976992695766,0.1,0.11706283273444108,0.8542420994275067,0.3929708612247983,0.4111639566518723,False
finnish,synonyms,gpt-oss-120b,,15,5,ok,-9.295679212649027,0.12222281135752217,0.07036896896133747,0.3,0.11055442612465688,2.7135955611739293,0.006655736863194128,0.00800104537809507,True
finnish,synonyms,gpt-oss-20b,,12,4,ok,-7.3861730417189175,0.16250000000000003,5.299204476649186e-34,0.12500000000000006,0.14252192813739226,0.8770580193070295,0.3804551252503884,0.4013968438018042,False
finnish,synonyms,bleurt_score,,15,5,ok,109.68524491385969,1.189011309653186e-12,0.009689412523939688,-0.0,3.4482043292896466e-07,-0.0,1.0,1.0,False
finnish,synonyms,bertscore_f1__roberta-large,,15,5,ok,53.45681726189306,6.985580842697698e-06,6.9154368698111184e-06,-0.004974907636642279,0.0008357978728554947,-5.952285592263544,2.644234257265802e-09,6.495618936326862e-09,True
finnish,synonyms,bertscore_f1__xlm-roberta-base,,15,5,ok,51.48575074800117,1.0395352706225323e-05,6.660867979663346e-06,-0.005388599634170532,0.0010195760249351357,-5.2851376477917364,1.2561027236078728e-07,2.703611576527421e-07,True
finnish,synonyms,bertscore_precision__roberta-large,,15,5,ok,54.13613564807185,7.37474644427738e-06,3.3677560213641833e-06,-0.0052454054355622745,0.0008587634391540769,-6.108091234914762,1.0082971371405425e-09,2.53194614437514e-09,True
finnish,synonyms,bertscore_precision__xlm-roberta-base,,15,5,ok,50.426817819298286,1.1739211265562215e-05,9.166165274138588e-06,-0.005608826875686469,0.0010834764079370727,-5.176694974250168,2.2585101133503035e-07,4.770311080534285e-07,True
finnish,synonyms,bertscore_recall__roberta-large,,15,5,ok,52.706765900938244,6.733158547213261e-06,1.2367056710024963e-05,-0.0047033727169036865,0.0008205582579691258,-5.731918082872618,9.930123102269094e-09,2.337716480325849e-08,True
finnish,synonyms,bertscore_recall__xlm-roberta-base,,15,5,ok,52.59382228784455,9.169199238265119e-06,4.6608973456065625e-06,-0.005168062448501587,0.000957559357860656,-5.397119673132204,6.771922159551794e-08,1.5153013941175302e-07,True
swedish,delete,bleu_score,,15,5,ok,20.469249621715452,0.0008196273413502724,0.0026973365209547987,-0.08597070698209712,0.009053327241132248,-9.49603440727337,2.1803574667521495e-21,1.3317859121242859e-20,True
swedish,delete,rouge_1,,15,5,ok,25.91440733644803,0.00043924888069189793,0.0006478630081309611,-0.050337231537382905,0.006627585387544229,-7.595108715156781,3.0753413558924277e-14,1.053071433987407e-13,True
swedish,delete,rouge_2,,15,5,ok,24.657564939386837,0.0005077965975297886,0.0009051940345026023,-0.06328430575647173,0.00712598482688385,-8.88078031231868,6.639296175017931e-19,3.64988251720334e-18,True
swedish,delete,rouge_3,,15,5,ok,23.20179257228299,0.0006073424047988873,0.001284800688393501,-0.07572265958358564,0.007793217594799258,-9.716482141358219,2.5648992549043843e-22,1.6101867544677524e-21,True
swedish,delete,rouge_4,,15,5,ok,21.520661497884817,0.0007597578538820703,0.0018295246472178524,-0.08731551003726455,0.008716408973207204,-10.017371867893987,1.2785760017777222e-23,9.029943012555163e-23,True
swedish,delete,rouge_l_score,,15,5,ok,25.91440733644803,0.00043924888069189793,0.0006478630081309611,-0.050337231537382905,0.006627585387544229,-7.595108715156781,3.0753413558924277e-14,1.053071433987407e-13,True
swedish,delete,Gemma3n E2B,,15,5,ok,-13.328495466632521,0.19259497141274406,0.23579333922325424,0.4,0.13877859035627366,2.8822889681550765,0.003947974899057841,0.004849143082538435,True
swedish,delete,Gemma3n E4B,,15,5,ok,-23.429284868868237,1.1407224119020531,0.4753456831187138,1.2,0.33774582334975717,3.5529676965311396,0.00038091123725311613,0.0005483180867465239,True
swedish,delete,DeepSeek R1,,15,5,ok,-30.83820811623349,4.576915915441868,1.8689152853767316e-05,2.899999999999998,0.6765290766435589,4.286585898698799,1.814400625035827e-05,3.130187337848068e-05,True
swedish,delete,gpt 3.5,,15,5,ok,-38.78630481387112,15.546153846153848,2.3869839486640993e-33,1.9000000000000008,1.2468421650775956,1.5238496525193763,0.1275462728710462,0.1441272883442822,False
swedish,delete,gpt 4,,15,5,ok,-33.26466064116625,6.466257469817389,0.20328969631350224,3.9,0.8041304290858167,4.84995948285871,1.2348669617142473e-06,2.426782029107999e-06,True
swedish,delete,gpt-4.1,,15,5,ok,-24.75731793882249,1.7868713596838512,0.009839310542486565,3.2000000000000024,0.42271401203223113,7.570129943447459,3.728510820980611e-14,1.2576767843904747e-13,True
swedish,delete,gpt-4o,,15,5,ok,-34.411393796857816,7.930769230769224,2.221805970497903e-33,3.7000000000000015,0.8905486640700341,4.154742070006662,3.2565468865967784e-05,5.4116146791975874e-05,True
swedish,delete,gpt-5,,15,5,ok,-22.76352091602913,0.7148139246748054,1.5172891661812025,5.700000000000001,0.2673600427653327,21.31956571013495,7.474884321459094e-101,3.3786477132995103e-99,True
swedish,delete,gpt-5 mini,,15,5,ok,-25.23485008292385,1.174073979486697,1.5864201431226848,4.8999999999999995,0.3426476294222238,14.300405370562268,2.1753870590956086e-46,3.072734220972547e-45,True
swedish,delete,gpt-5 nano,,15,5,ok,-30.27740010078484,2.1185226405381683,5.8160194556167095,4.6000000000000005,0.46027411838361804,9.994044453670769,1.618405271840748e-23,1.1083623982909366e-22,True
swedish,delete,gpt-oss-120b,,15,5,ok,-31.316925695873202,3.0555988833904006,3.79242465835247,4.499999999999999,0.5527747175287959,8.140748585820731,3.928413783031903e-16,1.557581605202123e-15,True
swedish,delete,gpt-oss-20b,,3,1,ok,-1.4189385332046727,0.16666666666666666,0.16666666666666666,2.5,0.28867513459481287,8.660254037844387,4.707140590140351e-18,2.3640306074927096e-17,True
swedish,delete,bleurt_score,,15,5,ok,3.261084231956122,0.01767517157431952,0.010274577217546339,-0.10025863833725457,0.04204185007146988,-2.384734215235959,0.017091464486957784,0.019910675123981748,True
swedish,delete,bertscore_f1__roberta-large,,15,5,ok,37.1051000544288,0.00010426941475517849,4.026595103633221e-05,-0.01825905442237869,0.0032290774960533,-5.654572999469847,1.562341870106242e-08,3.602951659632762e-08,True
swedish,delete,bertscore_f1__xlm-roberta-base,,15,5,ok,42.984768388227884,4.6256080940353573e-05,9.279236422426096e-06,-0.015160882472991933,0.0021507226911053304,-7.049203756343052,1.7994449407351004e-12,5.570884337070311e-12,True
swedish,delete,bertscore_precision__roberta-large,,15,5,ok,34.397423653545076,0.0001554984527844201,6.636922668578214e-05,-0.017877346277236937,0.003943329212536283,-4.533566769014077,5.7995921788634736e-06,1.0570224455025364e-05,True
swedish,delete,bertscore_precision__xlm-roberta-base,,15,5,ok,43.42621935017117,3.014162238222223e-05,4.186932403426399e-05,-0.010915744304656985,0.0017361342800089584,-6.287384812539189,3.228583959892109e-10,8.291590624268372e-10,True
swedish,delete,bertscore_recall__roberta-large,,15,5,ok,38.09548405785246,8.652418898458423e-05,4.072917622528935e-05,-0.01858000755310041,0.002941499430300544,-6.316508975560814,2.6753791723458935e-10,7.03064759244386e-10,True
swedish,delete,bertscore_recall__xlm-roberta-base,,15,5,ok,38.03824048275055,9.258532194936193e-05,3.0612796525403575e-05,-0.019249874353408813,0.0030427836260464186,-6.326402636266569,2.5094251227837457e-10,6.67211856175443e-10,True
swedish,modify,bleu_score,,15,5,ok,4.130291233807068,0.016643487066077246,0.006437038008839445,-0.15393240706629624,0.04079643007185462,-3.773183261260252,0.00016117780528338452,0.0002412330065830788,True
swedish,modify,rouge_1,,15,5,ok,9.894177231172058,0.007515725393979165,0.0015116161318670808,-0.09995071742425644,0.02741482335157234,-3.645863996366911,0.0002664949004681793,0.00038856675810199044,True
swedish,modify,rouge_2,,15,5,ok,7.16498264917924,0.010286791817468156,0.00433047026574729,-0.1258948224756631,0.032073028883266005,-3.925255171062073,8.663784863860637e-05,0.00013692415239388141,True
swedish,modify,rouge_3,,15,5,ok,6.00676973460083,0.01177080456504771,0.006301013902651734,-0.13783906182154212,0.03430860615800023,-4.017623484520376,5.878803031054868e-05,9.558341618837412e-05,True
swedish,modify,rouge_4,,15,5,ok,5.310405017377729,0.012622857093153113,0.008168080225927828,-0.14568581978667838,0.03552866039291815,-4.100515419819138,4.1223096529766414e-05,6.75102885197624e-05,True
swedish,modify,rouge_l_score,,15,5,ok,7.459320054079257,0.010649905788267154,0.00264466394707339,-0.11476110839236062,0.032634193399358226,-3.516590926209853,0.000437126909161467,0.0006252574776613389,True
swedish,modify,Gemma3n E2B,,15,5,ok,-15.360775399710302,0.4230317247532845,8.882885863107604e-05,1.0999999999999996,0.20567735041887433,5.3481824700667495,8.884187357461912e-08,1.9493459638702837e-07,True
swedish,modify,Gemma3n E4B,,15,5,ok,-26.796808437562987,2.118519818727343,0.4382695911710248,3.6000000000000028,0.4602738118476156,7.821431303138895,5.222607013446478e-15,1.9225948814071976e-14,True
swedish,modify,DeepSeek R1,,15,5,ok,-29.18575344109066,3.5473473888270677,0.0023282546373663646,1.6,0.5955961206075024,2.686384186599495,0.007222998354019337,0.008637024486816773,True
swedish,modify,gpt 3.5,,15,5,ok,-36.55102730756031,9.229629989761172,2.4012339669474407,3.6,0.9607096330193204,3.7472300435730115,0.00017879809750387735,0.00026410699369853774,True
swedish,modify,gpt 4,,15,5,ok,-34.31946664600938,6.859275035089222,1.2135568764743612,5.399999999999997,0.8282074036791278,6.520105925172479,7.025775817250058e-11,1.9130425719259192e-10,True
swedish,modify,gpt-4.1,,15,5,ok,-29.405943113869668,3.6715713662882745,0.000242502892398247,2.3999999999999955,0.6059349277181724,3.960821352612742,7.469239962396847e-05,0.0001188766360212456,True
swedish,modify,gpt-4o,,15,5,ok,-39.29940378524065,16.823076920744214,2.7908296542549367e-09,4.299999999999999,1.297038045731282,3.3152458512314644,0.0009156255792574444,0.001246574583808328,True
swedish,modify,gpt-5,,15,5,ok,-46.28802510552507,49.300000000000026,7.147256015452708e-33,7.300000000000003,2.220360331117453,3.2877546485106284,0.0010098981002733415,0.001359371838099484,True
swedish,modify,gpt-5 mini,,15,5,ok,-33.396793014791726,6.784615384615383,2.0223963966105264e-32,5.200000000000002,0.823687767580373,6.313071778733926,2.735505404676583e-10,7.106025533987446e-10,True
swedish,modify,gpt-5 nano,,15,5,ok,-25.805220102052488,1.1111407019309403,2.6072191265998015,5.0,0.33333777192675607,14.999800265955592,7.364058947352374e-51,1.1887695157868832e-49,True
swedish,modify,gpt-oss-120b,,15,5,ok,-39.86547306802368,18.353846153846145,2.0920507945372981e-32,5.400000000000002,1.354763675105224,3.9859350374009592,6.721490151196694e-05,0.00010773452299081226,True
swedish,modify,gpt-oss-20b,,3,1,ok,-3.028376445638773,4.166666666666666,4.166666666666666,2.5,1.4433756729740643,1.7320508075688774,0.08326451666355039,0.09503929679778984,False
swedish,modify,bleurt_score,,15,5,ok,0.8977832253411915,0.013067639928090199,0.09961687067018604,-0.050125128030776976,0.036149190762851384,-1.3866182609622322,0.16555819700921182,0.18522847784198948,False
swedish,modify,bertscore_f1__roberta-large,,15,5,ok,31.087851592014673,0.00023831482490960324,0.00015719902864924827,-0.018897312879562377,0.004881749941461598,-3.8710120563661055,0.00010838443070988465,0.00016777315986598584,True
swedish,modify,bertscore_f1__xlm-roberta-base,,15,5,ok,31.807948666307723,0.00022404675592402757,0.00011500756350351159,-0.022400724887847723,0.004733357750308207,-4.73252309872186,2.217460608395952e-06,4.211311743676345e-06,True
swedish,modify,bertscore_precision__roberta-large,,15,5,ok,30.90679277648981,0.0002448138574800376,0.00016223738588179003,-0.019196540117263794,0.00494786678761704,-3.8797609032859817,0.0001045591939555364,0.00016296812299276708,True
swedish,modify,bertscore_precision__xlm-roberta-base,,15,5,ok,32.11755381909644,0.0002143766181393332,0.00010798428760450116,-0.023400479555129826,0.004630082268592354,-5.054009453323188,4.326301797379695e-07,8.970130332181754e-07,True
swedish,modify,bertscore_recall__roberta-large,,15,5,ok,31.255989070709788,0.0002325344737440305,0.00015240280202845035,-0.018598413467407048,0.0048221828433193045,-3.8568453481960887,0.00011485978043537948,0.00017636406930062216,True
swedish,modify,bertscore_recall__xlm-roberta-base,,15,5,ok,31.06393814430004,0.0002570320182857315,0.00011634275582892979,-0.021382486820220946,0.005069832524706625,-4.217592339790017,2.46924713246609e-05,4.164551133860719e-05,True
swedish,synonyms,bleu_score,,15,5,ok,30.085120334637637,9.362171729975402e-05,0.0031663333113119457,-0.04249520608870979,0.003059766613644806,-13.888381518775162,7.449974897200389e-44,8.861549088248883e-43,True
swedish,synonyms,rouge_1,,15,5,ok,36.0503802689321,5.964597832027403e-05,0.0004268181150249273,-0.021683292656380936,0.0024422526142943123,-8.878398790309541,6.782967509846916e-19,3.64988251720334e-18,True
swedish,synonyms,rouge_2,,15,5,ok,29.504630686411446,0.0001285943775091941,0.00204987719214745,-0.04000336920847294,0.003586005821372772,-11.155411117865699,6.738063983697766e-29,5.640009112280352e-28,True
swedish,synonyms,rouge_3,,15,5,ok,25.290662071413706,0.0002466034855033408,0.00389445990678131,-0.054698665433382344,0.004965918701542955,-11.014812911936513,3.242094507060501e-28,2.616833423555976e-27,True
swedish,synonyms,rouge_4,,15,5,ok,22.274364988772053,0.0003991367502948712,0.005947933751494351,-0.06642678857026772,0.006317727046136697,-10.514349240663671,7.419121006690561e-26,5.408778540361507e-25,True
swedish,synonyms,rouge_l_score,,15,5,ok,33.93609851505872,7.227087194601177e-05,0.000810583388096246,-0.026519544420679286,0.002688324235392966,-9.86471202823598,5.920408716219074e-23,3.935330499604443e-22,True
swedish,synonyms,Gemma3n E2B,,15,5,ok,-16.344934062288207,0.4888721694557497,0.0037221028388359483,0.4,0.22110453850062634,1.8090990022751927,0.07043562407013387,0.08080431999923987,False
swedish,synonyms,Gemma3n E4B,,15,5,ok,-27.45965385732186,2.0296217585158858,1.0790302880854437,2.1999999999999997,0.4505132360448343,4.8833193433212685,1.0431472259238518e-06,2.0679936233227236e-06,True
swedish,synonyms,DeepSeek R1,,15,5,ok,-22.217296943888798,1.0851851851623595,0.16049382719281716,0.7,0.3294214906715043,2.1249372606902344,0.03359184833751905,0.03893209089374002,True
swedish,synonyms,gpt 3.5,,15,5,ok,-26.39440711425825,2.3102386788670044,4.160604787980888e-05,0.7000000000000005,0.48064942305874125,1.4563629256961617,0.14529231872218928,0.1633635026428596,False
swedish,synonyms,gpt-4.1,,15,5,ok,-12.212909257879613,0.12222216775249375,0.43703753428032777,0.29999999999999993,0.11055413504364899,2.71360270587395,0.006655593335985615,0.00800104537809507,True
swedish,synonyms,gpt-5,,15,5,ok,-12.487654349025377,0.14814789510638543,0.3061742902865315,2.2204460492503132e-17,0.12171601994248145,1.8242841413148532e-16,0.9999999999999999,1.0,False
swedish,synonyms,gpt-5 mini,,15,5,ok,-7.372111736345143,0.06296318121858785,0.1678996886071552,0.10000000000000002,0.07934934229002018,1.260249891353883,0.20757923004557466,0.22234298153425133,False
swedish,synonyms,gpt-5 nano,,15,5,ok,-16.757618168341615,0.2851847380513819,0.593829739752068,-0.09999999999999998,0.16887413598635576,-0.5921569896770901,0.5537454675876735,0.5714450944055444,False
swedish,synonyms,gpt-oss-120b,,15,5,ok,-5.864568131512279,0.06296302782781252,0.06790100690568775,0.1,0.07934924563460734,1.260251426465812,0.20757867644061634,0.22234298153425133,False
swedish,synonyms,gpt-oss-20b,,9,3,ok,-3.973374446801273,0.0999985595870971,0.0037055176242307714,0.16666666666666663,0.12909851508770162,1.2910037466615594,0.19670237833699478,0.21791537992235696,False
swedish,synonyms,bleurt_score,,15,5,ok,2.5895454996846716,0.008900792100816662,0.1029065406767445,-0.03759826868772507,0.029834195314800534,-1.2602407502867299,0.2075825265961715,0.22234298153425133,False
swedish,synonyms,bertscore_f1__roberta-large,,15,5,ok,41.84689253465443,2.1172478010716177e-05,0.00024609996886847525,-0.004677194356918357,0.0014550765619277969,-3.214397427116585,0.001307186087159913,0.0017377885629302375,True
swedish,synonyms,bertscore_f1__xlm-roberta-base,,15,5,ok,42.02794422952759,2.2971549909774117e-05,0.00018482209803200129,-0.004659491777420111,0.001515636826874239,-3.0742798636198194,0.002110113838275083,0.002664166075140607,True
swedish,synonyms,bertscore_precision__roberta-large,,15,5,ok,41.013508143135496,2.5185446966216406e-05,0.00025147561074565167,-0.005033469200134255,0.0015869923429625112,-3.171703519840586,0.0015154763734667482,0.0020029102947572226,True
swedish,synonyms,bertscore_precision__xlm-roberta-base,,15,5,ok,41.62592587275154,2.4565762615470837e-05,0.00019416749930283912,-0.004935503005981468,0.0015673468861573318,-3.148953846510553,0.001638560714702143,0.002128245525992439,True
swedish,synonyms,bertscore_recall__roberta-large,,15,5,ok,42.740298581726655,1.754940671713108e-05,0.00024120078452924014,-0.0043198108673095596,0.0013247417377410242,-3.2608702090686643,0.0011107086866929989,0.0014853264094237735,True
swedish,synonyms,bertscore_recall__xlm-roberta-base,,15,5,ok,42.33888697360988,2.169877208708069e-05,0.0001800778225491658,-0.00438095331192021,0.001473050307595796,-2.9740690384637842,0.002938789464886491,0.003689813439246372,True
english,delete,cosine_similarity,OpenAI Large,15,5,ok,26.111780014807096,0.00044917485309457176,0.0005346255320067996,-0.01942129522060064,0.006702050828623816,-2.8978137762927956,0.0037577363962186363,0.004640701778936676,True
english,modify,cosine_similarity,OpenAI Large,15,5,ok,27.567886216251296,0.0005730005966477198,6.207606889244401e-08,-0.029184874717608958,0.007569680288147705,-3.8554963494700614,0.00011549505423226585,0.00017636406930062216,True
english,synonyms,cosine_similarity,OpenAI Large,15,5,ok,55.489510316563106,9.993692894203155e-07,0.00026545570750814295,-0.0021099264658575477,0.00031612802618880784,-6.6742784285673915,2.484515327713757e-11,7.198723898247552e-11,True
finnish,delete,cosine_similarity,OpenAI Large,15,5,ok,25.240707648657875,0.0004721024515424843,0.0007883963257676888,-0.025889486011404374,0.006870971194398098,-3.767951469875477,0.00016459268958008593,0.00024472334108618037,True
finnish,modify,cosine_similarity,OpenAI Large,15,5,ok,23.27613078083251,0.001109047474403767,1.875401215921491e-11,-0.03673384849996175,0.010531132296214723,-3.488119555118043,0.00048643052191474345,0.000691404389639824,True
finnish,synonyms,cosine_similarity,OpenAI Large,15,5,ok,49.98931650558699,5.76416062420918e-06,7.873076673254073e-05,-0.003313176342364598,0.0007592206941469113,-4.363917327210643,1.2775387365983835e-05,2.273415389537281e-05,True
swedish,delete,cosine_similarity,OpenAI Large,15,5,ok,24.688041528231288,0.0006568906744318222,0.0003739818672817942,-0.025337346273254208,0.008104879236804353,-3.126184306139568,0.0017709052728215712,0.002285317072549228,True
swedish,modify,cosine_similarity,OpenAI Large,15,5,ok,23.44825971583753,0.0010587290679288394,2.3641051610186827e-05,-0.032456530411879216,0.010289456098010429,-3.1543485003211216,0.0016085687162767659,0.0021042826310383473,True
swedish,synonyms,cosine_similarity,OpenAI Large,15,5,ok,43.00270616609975,1.2144571676252572e-05,0.0004920131006403271,-0.002941287785257377,0.0011020241229779215,-2.668986752585183,0.007608045091630665,0.009049569424781738,True
